ID,probability
TEST_00215,0.2880550639979401
TEST_00216,0.3686491639533157
TEST_00217,0.2606132399732815
TEST_00218,0.5318630065781179
TEST_00219,0.20057196098226113
TEST_00220,0.5868212132416316
TEST_00221,0.4134763825576362
TEST_00222,0.09793541817389487
TEST_00223,0.2627845481925915
TEST_00224,0.1270734315089431
TEST_00225,0.30768675318484195
TEST_00226,0.2103986271717797
TEST_00227,0.31270625710509903
TEST_00228,0.003245076833653499
TEST_00229,0.3156248846644544
TEST_00230,0.3109911978645813
TEST_00231,0.38023058491349826
TEST_00232,0.24411832459578955
TEST_00233,0.2913318619882506
TEST_00234,0.35107616666187186
TEST_00235,0.46259366743769936
TEST_00236,0.33082279269681925
TEST_00237,0.0030942665832732652
TEST_00238,0.0030065420884523046
TEST_00239,0.4210609928702027
TEST_00240,0.29132267538564915
TEST_00241,0.3898281479614622
TEST_00242,0.3158746922350965
TEST_00243,0.20163962941418728
TEST_00244,0.0010143038316193134
TEST_00245,0.5419360813382118
TEST_00246,0.3770548124991622
TEST_00247,0.12416432223442311
TEST_00248,0.3574992007796538
TEST_00249,0.46581666831680946
TEST_00250,0.2188874182825746
TEST_00251,0.0025495384997278065
TEST_00252,0.4238614875645712
TEST_00253,0.023300125678060415
TEST_00254,0.3721223616389794
TEST_00255,0.5397430746679247
TEST_00256,0.3365088980631237
TEST_00257,0.35484001588363545
TEST_00258,0.40297031869293615
TEST_00259,0.5249091893490762
TEST_00260,0.0027260479252849577
TEST_00261,0.0017276358403426082
TEST_00262,0.0021259599567479974
TEST_00263,0.5003201063764601
TEST_00264,0.20395033032395535
TEST_00265,0.3242360170703607
TEST_00266,0.19382885737617728
TEST_00267,0.0015803641880255954
TEST_00268,0.2011779400704567
TEST_00269,0.3827172170444971
TEST_00270,0.15588600073541575
TEST_00271,0.0029447278800312175
TEST_00272,0.2569686967915113
TEST_00273,0.23248545512781715
TEST_00274,0.2677693893212816
TEST_00275,0.04967496572548359
TEST_00276,0.0013831953510262387
TEST_00277,0.22871523198130214
TEST_00278,0.3493890827982349
TEST_00279,0.49800351835531065
TEST_00280,0.0021070802308460483
TEST_00281,0.13256312680777466
TEST_00282,0.0020594118987192394
TEST_00283,0.001847002917949946
TEST_00284,0.3932099726604409
TEST_00285,0.28776894115281954
TEST_00286,0.06356539414396291
TEST_00287,0.5086446013967989
TEST_00288,0.003783732128491762
TEST_00289,0.3876009957710967
TEST_00290,0.15602854632273502
TEST_00291,0.27166086252336674
TEST_00292,0.4200751746531864
TEST_00293,0.0033221078786417136
TEST_00294,0.5117234505695454
TEST_00295,0.32895032912222344
TEST_00296,0.03606093165165792
TEST_00297,0.0023454632335072603
TEST_00298,0.5267108514638269
TEST_00299,0.34822132317251886
TEST_00300,0.1478412375020053
TEST_00301,0.45403794634747496
TEST_00302,0.2790819180508475
TEST_00303,0.385636012584541
TEST_00304,0.5650701856070303
TEST_00305,0.4533511966263033
TEST_00306,0.21885596458357995
TEST_00307,0.5122062847879816
TEST_00308,0.438717598186915
TEST_00309,0.46386387061118195
TEST_00310,0.40303006374404055
TEST_00311,0.44610783291261796
TEST_00312,0.12728517193950428
TEST_00313,0.14250978861729374
TEST_00314,0.4854035436368983
TEST_00315,0.31779465737201784
TEST_00316,0.04755509252734985
TEST_00317,0.12130966573671065
TEST_00318,0.0015842013914920297
TEST_00319,0.0043285219048579985
TEST_00320,0.4350932772923438
TEST_00321,0.21338359609248214
TEST_00322,0.19625664076304947
TEST_00323,0.21242644488874984
TEST_00324,0.29901811480864665
TEST_00325,0.0011024762096041468
TEST_00326,0.3086533463072847
TEST_00327,0.28228567164480606
TEST_00328,0.13343275868778157
TEST_00329,0.32880672841905695
TEST_00330,0.354819053690815
TEST_00331,0.0004453052137800087
TEST_00332,0.4344500321184662
TEST_00333,0.38205154115173756
TEST_00334,0.44515126468446725
TEST_00335,0.33037828125245217
TEST_00336,0.0017420083582736696
TEST_00337,0.21964881607595899
TEST_00338,0.267000874740674
TEST_00339,0.3026646561317494
TEST_00340,0.36231658040489256
TEST_00341,0.30163154109988805
TEST_00342,0.13662976394706772
TEST_00343,0.045066518453937124
TEST_00344,0.18707954292877477
TEST_00345,0.029453751496711485
TEST_00346,0.28381462903426097
TEST_00347,0.24639662818992367
TEST_00348,0.4057105855302293
TEST_00349,0.3093648228906979
TEST_00350,0.25868109814470436
TEST_00351,0.372232134626193
TEST_00352,0.0023806287579905736
TEST_00353,0.0027183508049747466
TEST_00354,0.19962514335557885
TEST_00355,0.38995782152360076
TEST_00356,0.1750430537194455
TEST_00357,0.002407917141978174
TEST_00358,0.002888045092750073
TEST_00359,0.47954175308289015
TEST_00360,0.3662317924023008
TEST_00361,0.1992181766587231
TEST_00362,0.3624491178746839
TEST_00363,0.004237303068089288
TEST_00364,0.31505045293482825
TEST_00365,0.23590159428995305
TEST_00366,0.2753623773536301
TEST_00367,0.1876772034429141
TEST_00368,0.2609435520093825
TEST_00369,0.07899718157472967
TEST_00370,0.0017802907866941151
TEST_00371,0.10202563060277521
TEST_00372,0.25018368550389536
TEST_00373,0.4527370271421427
TEST_00374,0.3771264338591972
TEST_00375,0.003976428288269927
TEST_00376,0.0009572586592597372
TEST_00377,0.26291285826543903
TEST_00378,0.3206219867218554
TEST_00379,0.15907107455107183
TEST_00380,0.0030657005434173903
TEST_00381,0.44097081817424855
TEST_00382,0.45594639140578935
TEST_00383,0.09420241254807658
TEST_00384,0.3848456128317669
TEST_00385,0.18674326416411846
TEST_00386,0.5277033333583053
TEST_00387,0.2714543732420734
TEST_00388,0.2823281435236824
TEST_00389,0.24587172861334422
TEST_00390,0.47173907107630453
TEST_00391,0.49254135219704887
TEST_00392,0.3213471914716355
TEST_00393,0.3068100528949765
TEST_00394,0.11234464020116378
TEST_00395,0.4932580579538851
TEST_00396,0.35886692098050144
TEST_00397,0.0011625187070762985
TEST_00398,0.1545830219429089
TEST_00399,0.0015955368445231138
TEST_00400,0.3475397826051482
TEST_00401,0.0022425970278038224
TEST_00402,0.10436106522937566
TEST_00403,0.02503602387150318
TEST_00404,0.44513004375004905
TEST_00405,0.4940583577092931
TEST_00406,0.0987121186466023
TEST_00407,0.2823221525607784
TEST_00408,0.2723496607256285
TEST_00409,0.11122251703048529
TEST_00410,0.05639776057769015
TEST_00411,0.1825199362693986
TEST_00412,0.12679918817386254
TEST_00413,0.43390316602400897
TEST_00414,0.34765989135975855
TEST_00415,0.238634621285715
TEST_00416,0.4685431628867992
TEST_00417,0.48621311622455754
TEST_00418,0.4779187296057411
TEST_00419,0.09802918503804624
TEST_00420,0.08154476017044415
TEST_00421,0.35199723833407326
TEST_00422,0.49219783054363153
TEST_00423,0.0018840903310228569
TEST_00424,0.16127932854548638
TEST_00425,0.1662423364007169
TEST_00426,0.28673610234174357
TEST_00427,0.35863622705642006
TEST_00428,0.2511839291720547
TEST_00429,0.1956533207012394
TEST_00430,0.42017057643366756
TEST_00431,0.40842714245252276
TEST_00432,0.2282816878233137
TEST_00433,0.0015096137898206947
TEST_00434,0.4174788980231894
TEST_00435,0.2860032247272133
TEST_00436,0.00173726377640485
TEST_00437,0.26924984221142245
TEST_00438,0.001260512221522688
TEST_00439,0.0039110559613356605
TEST_00440,0.43396351130838606
TEST_00441,0.5034328651655471
TEST_00442,0.4048064990700505
TEST_00443,0.37426012068236814
TEST_00444,0.0028877397742080005
TEST_00445,0.33711734104220237
TEST_00446,0.09149491192292397
TEST_00447,0.44834017348170707
TEST_00448,0.3663990685994666
TEST_00449,0.0040046394055100725
TEST_00450,0.432562334008172
TEST_00451,0.00034589928701997885
TEST_00452,0.3349651987406244
TEST_00453,0.45015597891131864
TEST_00454,0.2707444262683358
TEST_00455,0.23330407907378353
TEST_00456,0.002730407172478265
TEST_00457,0.34426759067646817
TEST_00458,0.11402514955878532
TEST_00459,0.3179486744464285
TEST_00460,0.004904640188959435
TEST_00461,0.4388123776731824
TEST_00462,0.3060496825692912
TEST_00463,0.16376497722450747
TEST_00464,0.32325820430615865
TEST_00465,0.2902435935362664
TEST_00466,0.2595361911314174
TEST_00467,0.3551710410988005
TEST_00468,0.5351189596322311
TEST_00469,0.004462451560895002
TEST_00470,0.3199819440463434
TEST_00471,0.4399034128216798
TEST_00472,0.48025048247686264
TEST_00473,0.27003649105260896
TEST_00474,0.5084533801602134
TEST_00475,0.3259139327998607
TEST_00476,0.0010366990523791079
TEST_00477,0.4327123893052272
TEST_00478,0.22173478449713568
TEST_00479,0.20253110511350741
TEST_00480,0.43339375272872055
TEST_00481,0.16969533779110657
TEST_00482,0.2698647599274874
TEST_00483,0.3067728894360147
TEST_00484,0.15637353860058678
TEST_00485,0.29349688992912437
TEST_00486,0.3122938848879086
TEST_00487,0.4192895645281938
TEST_00488,0.23545406173659272
TEST_00489,0.3378061961334924
TEST_00490,0.33662371379401534
TEST_00491,0.39617747981779566
TEST_00492,0.2652686278985997
TEST_00493,0.2747016876842044
TEST_00494,0.00750207042253824
TEST_00495,0.48802537393576995
TEST_00496,0.2906104020614261
TEST_00497,0.39202124720961734
TEST_00498,0.27825870678749776
TEST_00499,0.5195647176032444
TEST_00500,0.0010430825632874417
TEST_00501,0.001428657450623284
TEST_00502,0.059533520303862206
TEST_00503,0.35063207124311024
TEST_00504,0.001082308770128135
TEST_00505,0.5159326232118602
TEST_00506,0.0014525230848324118
TEST_00507,0.2401733967923977
TEST_00508,0.4398164959543016
TEST_00509,0.18597038461514298
TEST_00510,0.2550775929420948
TEST_00511,0.02612039472940965
TEST_00512,0.02774911549263942
TEST_00513,0.030287558351951724
TEST_00514,0.5140661685343201
TEST_00515,0.30431307919546663
TEST_00516,0.4506769236088318
TEST_00517,0.31411651118115647
TEST_00518,0.2170052515025677
TEST_00519,0.34721541178459064
TEST_00520,0.0018857446529886935
TEST_00521,0.15888970921448617
TEST_00522,0.003955999505169738
TEST_00523,0.2673445381855215
TEST_00524,0.32153479358923276
TEST_00525,0.11164367882123977
TEST_00526,0.14876445516363387
TEST_00527,0.005411625163513709
TEST_00528,0.2430578208048645
TEST_00529,0.33643867397912725
TEST_00530,0.39032187465953827
TEST_00531,0.41570181470006856
TEST_00532,0.5053703022058305
TEST_00533,0.0037128809647330833
TEST_00534,0.2291807009026098
TEST_00535,0.13592169558014872
TEST_00536,0.47627356991731346
TEST_00537,0.004355773374103539
TEST_00538,0.003439604701598644
TEST_00539,0.041191026801422836
TEST_00540,0.37534425009599437
TEST_00541,0.28438154148564027
TEST_00542,0.0018855422489555901
TEST_00543,0.33329684965440287
TEST_00544,0.25843430769028697
TEST_00545,0.3568806989697987
TEST_00546,0.35658566400333874
TEST_00547,0.0024254498348542583
TEST_00548,0.49255611634725904
TEST_00549,0.2474507610468135
TEST_00550,0.3309702234853761
TEST_00551,0.28519045520262204
TEST_00552,0.2755650210467557
TEST_00553,0.1292723608279461
TEST_00554,0.23620156749918297
TEST_00555,0.31897858678356655
TEST_00556,0.18908524318836833
TEST_00557,0.3555056412052684
TEST_00558,0.4549617276422717
TEST_00559,0.003638167085742867
TEST_00560,0.20689930580655483
TEST_00561,0.07597688420283655
TEST_00562,0.5582288725414605
TEST_00563,0.003147930556946057
TEST_00564,0.31721778803452455
TEST_00565,0.2075008318237021
TEST_00566,0.2879609673194308
TEST_00567,0.12811351713148497
TEST_00568,0.23601634634381718
TEST_00569,0.1860693792053726
TEST_00570,0.1776532675804593
TEST_00571,0.2955230447522577
TEST_00572,0.0032202951592821597
TEST_00573,0.006151462621786825
TEST_00574,0.38565233239532065
TEST_00575,0.07110806936465344
TEST_00576,0.2197378016635954
TEST_00577,0.22725676608091455
TEST_00578,0.3560788947979861
TEST_00579,0.4841701523178513
TEST_00580,0.0008161500518897272
TEST_00581,0.3727735847541265
TEST_00582,0.16280950347164155
TEST_00583,0.3183262478992463
TEST_00584,0.2579616808225777
TEST_00585,0.2795648213325901
TEST_00586,0.11579727819335806
TEST_00587,0.22549239545286867
TEST_00588,0.38453860130468465
TEST_00589,0.0022633998740798633
TEST_00590,0.21372637016013812
TEST_00591,0.17540125525510702
TEST_00592,0.23585625966240553
TEST_00593,0.2753699411726823
TEST_00594,0.0015907570201388645
TEST_00595,0.21725829785129097
TEST_00596,0.4030242183921023
TEST_00597,0.4402805325621834
TEST_00598,0.2778401479344271
TEST_00599,0.2569449539160261
TEST_00600,0.07769754516509322
TEST_00601,0.3207346512352548
TEST_00602,0.3282660446493394
TEST_00603,0.4034402264781939
TEST_00604,0.18437983428851895
TEST_00605,0.44943308869525533
TEST_00606,0.05001548563947978
TEST_00607,0.29239401480832045
TEST_00608,0.17100002611563248
TEST_00609,0.537583587633146
TEST_00610,0.001799278883475849
TEST_00611,0.2718046223972318
TEST_00612,0.29710951518907974
TEST_00613,0.3402592204731033
TEST_00614,0.3927924490581566
TEST_00615,0.4511924460103315
TEST_00616,0.36448002963452203
TEST_00617,0.21313963467430805
TEST_00618,0.12816231300005723
TEST_00619,0.14985688205251102
TEST_00620,0.20430598367413977
TEST_00621,0.1562954950170773
TEST_00622,0.40421431130375474
TEST_00623,0.47753785919247554
TEST_00624,0.4467544957895969
TEST_00625,0.4551766282965898
TEST_00626,0.29058806501533985
TEST_00627,0.2583719917676065
TEST_00628,0.4827669777150196
TEST_00629,0.10844793475162404
TEST_00630,0.23387607721989256
TEST_00631,0.16172454402866215
TEST_00632,0.520013170051876
TEST_00633,0.3776668045954605
TEST_00634,0.46657351629160604
TEST_00635,0.48971134021090634
TEST_00636,0.20651585173385645
TEST_00637,0.4598707963503808
TEST_00638,0.004056788225502721
TEST_00639,0.5136736324257688
TEST_00640,0.001636083174285733
TEST_00641,0.0008614949015105277
TEST_00642,0.5449998034842899
TEST_00643,0.25865879709261724
TEST_00644,0.1585037614104978
TEST_00645,0.13700569773193205
TEST_00646,0.003186543728265369
TEST_00647,0.0655313430133852
TEST_00648,0.4592622106479407
TEST_00649,0.3906843330909705
TEST_00650,0.11016273038140675
TEST_00651,0.33642380996250965
TEST_00652,0.48585394070329524
TEST_00653,0.246931595070422
TEST_00654,0.0016332329523328743
TEST_00655,0.49488753463113877
TEST_00656,0.3389247640602452
TEST_00657,0.0026735721687846823
TEST_00658,0.08627301122068243
TEST_00659,0.198294479462077
TEST_00660,0.0007302619055502604
TEST_00661,0.4780816497262864
TEST_00662,0.12382859775597159
TEST_00663,0.0026661155933635924
TEST_00664,0.3276486500268615
TEST_00665,0.002141142569215507
TEST_00666,0.22090132815843014
TEST_00667,0.00045509998911339556
TEST_00668,0.2011022472402573
TEST_00669,0.2534415889209129
TEST_00670,0.10539974204411467
TEST_00671,0.3632855609449462
TEST_00672,0.3704343262736483
TEST_00673,0.0020983930285062994
TEST_00674,0.21868611621799733
TEST_00675,0.14606813443828137
TEST_00676,0.40789050217162415
TEST_00677,0.16025599359145143
TEST_00678,0.18056079681533532
TEST_00679,0.4191099321123417
TEST_00680,0.19191438639032726
TEST_00681,0.0018865609315177286
TEST_00682,0.0008095221976260191
TEST_00683,0.09635405245558834
TEST_00684,0.3616476903865233
TEST_00685,0.14812600883932459
TEST_00686,0.4400889945294529
TEST_00687,0.05706816069452639
TEST_00688,0.2685349663321497
TEST_00689,0.3583654445582453
TEST_00690,0.32605609139764835
TEST_00691,0.4167040143229538
TEST_00692,0.04731528973793887
TEST_00693,0.19313167297269024
TEST_00694,0.09069824917893732
TEST_00695,0.2650179414448536
TEST_00696,0.04854382676742862
TEST_00697,0.3434484595080108
TEST_00698,0.4996055210982594
TEST_00699,0.0010161439610029011
TEST_00700,0.22830671138799663
TEST_00701,0.2617358238066919
TEST_00702,0.1623877201581378
TEST_00703,0.23879910680540758
TEST_00704,0.38954321002956016
TEST_00705,0.436177060917836
TEST_00706,0.20198859481296
TEST_00707,0.0017157782193652387
TEST_00708,0.0018786166983945111
TEST_00709,0.31958538646468143
TEST_00710,0.44708412394314884
TEST_00711,0.2271294663043444
TEST_00712,0.2662020928966366
TEST_00713,0.12199879624926195
TEST_00714,0.4544562130640077
TEST_00715,0.0007921552560465393
TEST_00716,0.24734745958287185
TEST_00717,0.2639136311681263
TEST_00718,0.07244788387205221
TEST_00719,0.3444047929106856
TEST_00720,0.2370903169387789
TEST_00721,0.39687269823083077
TEST_00722,0.002806774149608622
TEST_00723,0.3807673328815186
TEST_00724,0.0014894451865580707
TEST_00725,0.0027805106404016956
TEST_00726,0.42290142089061694
TEST_00727,0.29002656078289213
TEST_00728,0.1717289020214412
TEST_00729,0.26469362393426743
TEST_00730,0.2182659754035754
TEST_00731,0.00428815373622749
TEST_00732,0.3988488286084516
TEST_00733,0.24780980666209163
TEST_00734,0.11710531351946452
TEST_00735,0.4992244337001435
TEST_00736,0.26832603979425673
TEST_00737,0.1326103196009773
TEST_00738,0.2645540312509418
TEST_00739,0.06923578607475432
TEST_00740,0.20465482974738092
TEST_00741,0.22505454326277502
TEST_00742,0.15201104091940587
TEST_00743,0.5071730804764829
TEST_00744,0.3236054806606177
TEST_00745,0.46865590213027003
TEST_00746,0.0024584033850625453
TEST_00747,0.3691483015236526
TEST_00748,0.24583871871701773
TEST_00749,0.0002843254155853488
TEST_00750,0.4307817016048789
TEST_00751,0.0031933704705186866
TEST_00752,0.07458669086120774
TEST_00753,0.30569419136586296
TEST_00754,0.2776156201659162
TEST_00755,0.025733691585884656
TEST_00756,0.3152989233129042
TEST_00757,0.27653800240002196
TEST_00758,0.5011636878932764
TEST_00759,0.45254513848868816
TEST_00760,0.03333558065669589
TEST_00761,0.21397592415119782
TEST_00762,0.4250224325342259
TEST_00763,0.08164758094264594
TEST_00764,0.1539635406331059
TEST_00765,0.22500523665436362
TEST_00766,0.27308452832834207
TEST_00767,0.2198740393555741
TEST_00768,0.3832332387125921
TEST_00769,0.04543198377077953
TEST_00770,0.22377366946203361
TEST_00771,0.22569995874822774
TEST_00772,0.07060350702522461
TEST_00773,0.15675758599409417
TEST_00774,0.3811936466981024
TEST_00775,0.3642577191154402
TEST_00776,0.41088158836171096
TEST_00777,0.3852903413533299
TEST_00778,0.2559914823167053
TEST_00779,0.1406199277900413
TEST_00780,0.3555103216101695
TEST_00781,0.26651121780303816
TEST_00782,0.17509388187628688
TEST_00783,0.39101683654018204
TEST_00784,0.430195147257302
TEST_00785,0.3966775931668325
TEST_00786,0.38452475915408973
TEST_00787,0.5498493694925259
TEST_00788,0.002428675509463604
TEST_00789,0.5342216110540112
TEST_00790,0.12968595155464624
TEST_00791,0.5677371258567387
TEST_00792,0.34566772650084177
TEST_00793,0.4763603792342347
TEST_00794,0.1612919343484337
TEST_00795,0.21625910545363924
TEST_00796,0.5083718469884718
TEST_00797,0.31866328011141154
TEST_00798,0.159700206271808
TEST_00799,0.3542631941336498
TEST_00800,0.31235447977806696
TEST_00801,0.15981029948522643
TEST_00802,0.25140650180327084
TEST_00803,0.35648701007374595
TEST_00804,0.27451022032643074
TEST_00805,0.21832469884843525
TEST_00806,0.002674517367277782
TEST_00807,0.0021479270087875965
TEST_00808,0.5333822780441191
TEST_00809,0.249232819097733
TEST_00810,0.0002769578603858518
TEST_00811,0.3526984365184397
TEST_00812,0.43146085240228105
TEST_00813,0.4478227260162158
TEST_00814,0.1805676479805768
TEST_00815,0.10298740213100768
TEST_00816,0.37791390331962016
TEST_00817,0.21290164589051633
TEST_00818,0.20555037030945092
TEST_00819,0.42578504288316243
TEST_00820,0.4158698292138868
TEST_00821,0.11475496356453611
TEST_00822,0.495456935395231
TEST_00823,0.27588342961655427
TEST_00824,0.4230502835046537
TEST_00825,0.5029559709187128
TEST_00826,0.2967560891889007
TEST_00827,0.003684141936485236
TEST_00828,0.452576788024438
TEST_00829,0.240345709684201
TEST_00830,0.3188889832465923
TEST_00831,0.3485999633390969
TEST_00832,0.1639996755777468
TEST_00833,0.0018155948582549743
TEST_00834,0.3285007830499497
TEST_00835,0.203917856565905
TEST_00836,0.27350361647982013
TEST_00837,0.29766892044113225
TEST_00838,0.36884342656771196
TEST_00839,0.32066424437963575
TEST_00840,0.0019536575963801303
TEST_00841,0.4673967877590576
TEST_00842,0.35978261112446575
TEST_00843,0.40571531348266454
TEST_00844,0.3776175356893092
TEST_00845,0.3199500345878785
TEST_00846,0.3232533751627959
TEST_00847,0.0017065442712921777
TEST_00848,0.18512291805754064
TEST_00849,0.41851229381180094
TEST_00850,0.3318673202689223
TEST_00851,0.2595699654015542
TEST_00852,0.09775544486362564
TEST_00853,0.30684701259500513
TEST_00854,0.43309866771900546
TEST_00855,0.22015345587626722
TEST_00856,0.4904694759627989
TEST_00857,0.35945908274715266
TEST_00858,0.0033789720202634004
TEST_00859,0.30518939526059735
TEST_00860,0.5024792021987873
TEST_00861,0.357701760130958
TEST_00862,0.3613010121906447
TEST_00863,0.3261106234231558
TEST_00864,0.27750957213124483
TEST_00865,0.0026188631535622635
TEST_00866,0.12942846572417932
TEST_00867,0.47006159721148455
TEST_00868,0.5194115439322227
TEST_00869,0.21612649618308072
